marker	mapped_alignments.CRH01	mapped_alignments.CRH02	mapped_alignments.CRH03	mapped_alignments.CRH04	mapped_alignments.CRH05	samples_supported	minimum_count	total_count	gene
ranoidea-02805_phrf1-ex1	2770	123	259	2645	2826	5	123	8623	phrf1
anura-00117_kif23-ex4	752	123	201	858	1154	5	123	3088	kif23
anura-00294_tanc1-ex1	603	123	232	584	626	5	123	2168	tanc1
anura-03057_nid2-ex2	251	123	775	519	357	5	123	2025	nid2
ranoidea-00928_cdc23-ex2	631	123	243	445	431	5	123	1873	cdc23
anura-02355_rabggta-ex2	361	136	123	439	450	5	123	1509	rabggta
anura-01079_arhgap31	394	123	131	340	341	5	123	1329	arhgap31
anura-05654_uce-0256	293	123	257	282	230	5	123	1185	uce-0256
anura-06162_fgf14	208	123	184	299	244	5	123	1058	fgf14
ranoidea-06440_fut10	2147	122	312	3084	1890	5	122	7555	fut10
anura-05009_loc100490260-ex1	1687	134	122	1460	1474	5	122	4877	loc100490260
anura-05934_uce-3995	719	220	122	754	611	5	122	2426	uce-3995
ranoidea-07068_crtc3-ex2	670	122	155	541	508	5	122	1996	crtc3
anura-04140_loc108696944-ex2	435	122	182	540	574	5	122	1853	loc108696944
anura-00952_man2a2l	687	122	223	183	405	5	122	1620	man2a2l
anura-02310_c9orf72-ex2	292	122	212	323	305	5	122	1254	c9orf72
ranoidea-05408_chd1-ex1	394	122	240	236	139	5	122	1131	chd1
anura-03617_loc100135367-ex2	1028	389	121	1011	642	5	121	3191	loc100135367
anura-01114_adamts3-ex1	997	121	284	985	789	5	121	3176	adamts3
anura-01922_dusp18l	885	121	200	619	851	5	121	2676	dusp18l
ranoidea-07311_anon-3132	1097	121	242	538	534	5	121	2532	anon-3132
anura-03215_mpv17l2	236	121	132	332	265	5	121	1086	mpv17l2
anura-05770_uce-1832	202	121	179	241	244	5	121	987	uce-1832
ranoidea-00597_anon-1057	153	121	128	247	188	5	121	837	anon-1057
ranoidea-00161_hmgxb4	2458	120	147	2022	1795	5	120	6542	hmgxb4
ranoidea-07071_gas8-ex2	1684	120	456	1568	1086	5	120	4914	gas8
anura-04609_mkrn2l-ex2	926	151	120	1208	1008	5	120	3413	mkrn2l
anura-04783_zbtb41-ex2	871	120	239	912	1067	5	120	3209	zbtb41
anura-03013_yod1	906	120	151	1055	908	5	120	3140	yod1
ranoidea-00603_brd4-ex4	751	120	137	849	616	5	120	2473	brd4
anura-01091_c12orf5-ex1	602	120	183	728	255	5	120	1888	c12orf5
anura-03069_lrit1	1272	119	500	812	727	5	119	3430	lrit1
ranoidea-06361_anon-2847	822	119	723	1020	638	5	119	3322	anon-2847
ranoidea-03379_ints1-ex14	682	119	170	782	470	5	119	2223	ints1
anura-03297_taz-ex2	679	119	318	392	374	5	119	1882	taz
ranoidea-05345_apbb3-ex1	390	119	245	521	484	5	119	1759	apbb3
anura-02659_blzf1-ex1	464	119	230	430	441	5	119	1684	blzf1
anura-05189_gatad2a-ex1	481	134	119	271	284	5	119	1289	gatad2a
ranoidea-05016_loc105946226	471	125	119	353	211	5	119	1279	loc105946226
anura-00272_loc108717099	119	147	150	247	122	5	119	785	loc108717099
ranoidea-01728_anon-1391	1217	156	118	878	5025	5	118	7394	anon-1391
anura-05048_anon-2953	2729	118	177	2614	1629	5	118	7267	anon-2953
anura-02348_ints2-ex8	821	118	384	639	890	5	118	2852	ints2
anura-00213_mdm4-ex2	854	118	126	616	1091	5	118	2805	mdm4
ranoidea-06111_braf	639	118	182	617	561	5	118	2117	braf
ranoidea-05563_il6st	118	146	288	491	707	5	118	1750	il6st
ranoidea-01083_prkcd-ex2	456	118	210	509	399	5	118	1692	prkcd
anura-01701_pxn-ex1	242	118	138	577	375	5	118	1450	pxn
anura-05733_uce-1305	415	118	146	405	257	5	118	1341	uce-1305
ranoidea-01743_mib2-ex2	317	118	153	234	316	5	118	1138	mib2
anura-01978_sept9	2938	117	123	2509	610	5	117	6297	sept9
anura-01848_mgc145260	885	117	149	1769	1418	5	117	4338	mgc145260
ranoidea-06578_anon-2919	1015	117	306	1194	1083	5	117	3715	anon-2919
anura-00731_bard1	974	117	295	1013	849	5	117	3248	bard1
anura-04837_med20-ex1	678	117	202	1055	683	5	117	2735	med20
ranoidea-05569_vwf-ex1	559	117	374	655	739	5	117	2444	vwf
ranoidea-05722_anon-2662	677	117	160	664	712	5	117	2330	anon-2662
ranoidea-01381_akap1-ex1	964	117	269	409	421	5	117	2180	akap1
ranoidea-03281_plcb3	569	117	122	911	450	5	117	2169	plcb3
anura-01596_wdr24-ex3	336	117	194	259	232	5	117	1138	wdr24
anura-06103_uce-6256	253	117	141	229	226	5	117	966	uce-6256
anura-04408_sowaha	1080	116	130	1660	1520	5	116	4506	sowaha
anura-04639_d2hgdh-ex4	620	116	453	647	691	5	116	2527	d2hgdh
anura-03679_nanp	503	116	200	552	683	5	116	2054	nanp
anura-05302_etf1	448	116	191	440	357	5	116	1552	etf1
anura-01469_dhx40-ex1	252	116	171	410	203	5	116	1152	dhx40
anura-04835_taf8	116	198	323	239	252	5	116	1128	taf8
anura-06184_uce-7487	244	116	223	241	208	5	116	1032	uce-7487
anura-03361_kiaa0196-ex6	234	116	159	197	178	5	116	884	kiaa0196
ranoidea-04186_ick-ex1	268	116	147	169	159	5	116	859	ick
anura-02367_loc734020-ex2	131	117	132	180	116	5	116	676	loc734020
anura-03551_prdm4-ex2	1019	115	165	974	924	5	115	3197	prdm4
ranoidea-02891_aaas-ex1	619	189	115	804	654	5	115	2381	aaas
anura-04215_ythdc2-ex9	690	115	198	678	273	5	115	1954	ythdc2
ranoidea-06947_tmem79l	570	115	163	340	577	5	115	1765	tmem79l
ranoidea-00846_usp2	629	115	192	423	384	5	115	1743	usp2
anura-02551_adamts4	456	115	146	298	655	5	115	1670	adamts4
ranoidea-02953_med14-ex5	419	115	231	558	249	5	115	1572	med14
anura-04266_chd2-ex7	335	115	159	331	260	5	115	1200	chd2
anura-06197_uce-7637	251	115	182	218	184	5	115	950	uce-7637
anura-00837_wdr47-ex3	200	115	134	125	211	5	115	785	wdr47
ranoidea-02765_med18	1462	114	228	901	1151	5	114	3856	med18
anura-00203_c10orf105	915	114	244	1035	675	5	114	2983	c10orf105
ranoidea-03114_med13-ex2	822	114	164	776	873	5	114	2749	med13
ranoidea-05899_slc45a2-ex3	705	114	137	789	690	5	114	2435	slc45a2
ranoidea-05911_anon-2713	677	114	323	537	586	5	114	2237	anon-2713
anura-05740_uce-1378	547	114	194	557	496	5	114	1908	uce-1378
anura-04588_xarp-ex2	271	114	239	367	518	5	114	1509	xarp
anura-00175_afap1l1-ex2	264	114	232	354	407	5	114	1371	afap1l1
anura-05209_loc100497588-ex3	171	114	145	354	366	5	114	1150	loc100497588
anura-00797_etfdh-ex2	208	114	212	431	179	5	114	1144	etfdh
anura-05665_uce-0360	247	114	190	223	158	5	114	932	uce-0360
anura-03721_tfap2c	1233	113	460	1530	1420	5	113	4756	tfap2c
anura-00434_thbs1-ex2	971	113	213	845	842	5	113	2984	thbs1
ranoidea-02651_znf511-ex2	682	113	130	238	388	5	113	1551	znf511
ranoidea-02715_csgalnact2-ex3	357	113	173	473	420	5	113	1536	csgalnact2
ranoidea-06551_micu3	451	168	113	392	376	5	113	1500	micu3
ranoidea-00712_herc3-ex1	415	113	236	169	385	5	113	1318	herc3
anura-00770_chuk	282	113	171	420	206	5	113	1192	chuk
anura-02657_slc19a2-ex1	279	119	200	113	318	5	113	1029	slc19a2
anura-04612_srsf4	372	128	127	113	282	5	113	1022	srsf4
anura-04436_fat1-ex3	194	113	140	204	134	5	113	785	fat1
anura-01960_agtpbp1	2347	112	112	2946	2946	5	112	8463	agtpbp1
anura-02526_slc3a2	1310	112	279	1054	1748	5	112	4503	slc3a2
ranoidea-02181_alkbh2-ex1	1160	112	536	979	1362	5	112	4149	alkbh2
ranoidea-04849_anon-2374	144	535	112	1444	1429	5	112	3664	anon-2374
anura-04578_lrch3-ex1	720	112	272	666	635	5	112	2405	lrch3
anura-03561_tgs1-ex2	792	112	277	412	618	5	112	2211	tgs1
anura-03623_cep19	1518	111	195	1239	1355	5	111	4418	cep19
ranoidea-00966_inadl-ex1	1268	111	308	1445	1130	5	111	4262	inadl
ranoidea-03327_hnrnpu-ex1	223	747	747	111	635	5	111	2463	hnrnpu
anura-05625_mios-ex3	545	169	111	688	895	5	111	2408	mios
anura-00351_anon-1001	489	111	194	428	692	5	111	1914	anon-1001
ranoidea-05705_loc100488066-ex2	506	111	259	633	383	5	111	1892	loc100488066
ranoidea-00386_per2-ex1	648	111	142	436	333	5	111	1670	per2
anura-05179_stard13-ex2	354	111	200	339	473	5	111	1477	stard13
ranoidea-02477_cpd-ex1	267	111	139	441	431	5	111	1389	cpd
ranoidea-05328_cep135-ex3	249	111	154	413	352	5	111	1279	cep135
ranoidea-03873_vdac2	241	111	336	208	168	5	111	1064	vdac2
anura-04925_med29	334	111	113	282	219	5	111	1059	med29
anura-01653_dcakd-ex2	246	111	168	260	247	5	111	1032	dcakd
anura-01208_mpg	1798	110	481	2309	2032	5	110	6730	mpg
anura-00875_zdhhc24-ex1	2392	110	175	450	413	5	110	3540	zdhhc24
anura-03471_lancl2	1203	110	212	1257	745	5	110	3527	lancl2
anura-01080_tsen34	601	110	225	452	832	5	110	2220	tsen34
anura-01235_st3gal22-ex2	511	110	227	589	537	5	110	1974	st3gal22
ranoidea-00152_anon-0909	637	110	121	237	607	5	110	1712	anon-0909
anura-02819_anon-1993	345	170	275	364	110	5	110	1264	anon-1993
anura-05865_uce-3078	153	110	162	170	130	5	110	725	uce-3078
ranoidea-02032_pigs-ex4	1087	109	175	1320	1294	5	109	3985	pigs
anura-05306_ids-ex2	782	109	352	724	715	5	109	2682	ids
ranoidea-04525_ddx20-ex1	737	109	110	663	530	5	109	2149	ddx20
anura-03884_eif4g1-ex1	573	109	113	336	354	5	109	1485	eif4g1
anura-05745_uce-1415	291	109	170	320	254	5	109	1144	uce-1415
anura-01095_polr3b-ex3	266	109	189	241	129	5	109	934	polr3b
anura-05685_uce-0642	198	109	155	205	220	5	109	887	uce-0642
anura-05415_tie1	116	112	211	109	180	5	109	728	tie1
anura-04728_rtn4-ex1	3308	108	257	3238	3206	5	108	10117	rtn4
anura-04342_prkdc-ex3	864	108	238	621	625	5	108	2456	prkdc
ranoidea-04134_murc	723	108	167	501	563	5	108	2062	murc
ranoidea-01387_elovl4	419	108	118	262	524	5	108	1431	elovl4
anura-02881_pdzk1-ex1	483	108	118	298	342	5	108	1349	pdzk1
anura-05838_uce-2748	108	177	302	154	180	5	108	921	uce-2748
anura-05492_ell3-ex2	525	107	196	651	542	5	107	2021	ell3
anura-00767_ap3m2-ex1	502	107	248	393	514	5	107	1764	ap3m2
ranoidea-05453_bfar-ex2	502	107	222	388	417	5	107	1636	bfar
ranoidea-07163_pla2g7l-ex2	460	107	151	410	374	5	107	1502	pla2g7l
anura-05228_ino80-ex2	306	107	200	308	209	5	107	1130	ino80
ranoidea-00303_anon-0959	257	107	228	228	236	5	107	1056	anon-0959
anura-05747_uce-1424	252	107	236	251	192	5	107	1038	uce-1424
ranoidea-07387_uce-7673	269	107	156	269	237	5	107	1038	uce-7673
ranoidea-00558_vps54-ex2	246	107	187	244	199	5	107	983	vps54
ranoidea-05951_pgap3-ex1	1209	106	378	742	1021	5	106	3456	pgap3
ranoidea-06104_xpnpep3	410	106	296	773	409	5	106	1994	xpnpep3
ranoidea-07323_adgra1-ex1	231	106	194	242	177	5	106	950	adgra1
ranoidea-02288_anon-1550	220	106	171	276	175	5	106	948	anon-1550
ranoidea-06218_dapp1	272	124	114	256	106	5	106	872	dapp1
ranoidea-00419_myo9b-ex1	1206	105	162	2141	1449	5	105	5063	myo9b
anura-05389_mat2b-ex3	1055	105	111	870	1138	5	105	3279	mat2b
ranoidea-02104_dmgdh-ex2	1148	186	105	475	991	5	105	2905	dmgdh
anura-02790_chfr-ex2	694	105	257	1325	470	5	105	2851	chfr
anura-04243_b4galnt4-ex1	721	105	168	682	601	5	105	2277	b4galnt4
ranoidea-06616_zbtb11-ex1	842	105	174	349	381	5	105	1851	zbtb11
ranoidea-00908_tdrd9-ex1	470	112	105	642	471	5	105	1800	tdrd9
anura-05073_npepps	545	201	355	349	105	5	105	1555	npepps
anura-03891_dock4-ex2	430	105	144	476	327	5	105	1482	dock4
anura-05878_uce-3277	330	105	210	359	339	5	105	1343	uce-3277
anura-01233_loc100489773-ex3	415	105	154	399	208	5	105	1281	loc100489773
anura-05948_uce-4201	268	105	175	278	277	5	105	1103	uce-4201
anura-00448_tmem161a-ex2	439	105	105	184	245	5	105	1078	tmem161a
anura-05790_uce-2082	226	105	187	203	169	5	105	890	uce-2082
ranoidea-01910_sh3bp5l-ex2	225	105	190	198	149	5	105	867	sh3bp5l
anura-05853_uce-2920	204	105	182	185	151	5	105	827	uce-2920
anura-00047_men1-ex1	1631	104	224	1072	1407	5	104	4438	men1
ranoidea-00893_slc7a14	1677	104	107	1275	1139	5	104	4302	slc7a14
anura-04786_tubgcp6l	739	104	147	661	648	5	104	2299	tubgcp6l
ranoidea-06407_bysl-ex1	620	140	104	579	441	5	104	1884	bysl
ranoidea-03521_ptch2-ex2	922	134	104	245	242	5	104	1647	ptch2
ranoidea-01819_rhot2	325	104	452	163	284	5	104	1328	rhot2
ranoidea-00507_rhbdf2-ex2	628	106	201	104	144	5	104	1183	rhbdf2
anura-03470_egfr-ex2	229	104	131	301	305	5	104	1070	egfr
anura-03743_ppp6r2-ex3	393	104	125	231	200	5	104	1053	ppp6r2
ranoidea-00232_ezh1-ex1	203	104	190	273	159	5	104	929	ezh1
anura-05741_uce-1390	158	104	177	256	168	5	104	863	uce-1390
anura-06182_ppm1a	164	104	160	236	175	5	104	839	ppm1a
ranoidea-03461_dmxl1-ex7	214	104	161	189	114	5	104	782	dmxl1
anura-03525_sema4b-ex1	1892	158	103	1243	1156	5	103	4552	sema4b
anura-02830_opa1	1508	103	229	239	1511	5	103	3590	opa1
anura-00598_man1b1l-ex3	539	103	195	729	428	5	103	1994	man1b1l
ranoidea-06324_panx2-ex1	527	103	178	643	464	5	103	1915	panx2
anura-04491_p3h2-ex2	345	103	139	735	306	5	103	1628	p3h2
ranoidea-03945_rnpc31	345	104	225	306	103	5	103	1083	rnpc31
anura-04032_r3hdm1	214	103	127	341	244	5	103	1029	r3hdm1
anura-05691_uce-0712	171	103	179	179	168	5	103	800	uce-0712
ranoidea-04533_adgrl4	451	102	192	556	468	5	102	1769	adgrl4
anura-01863_ints7-ex1	581	102	110	407	550	5	102	1750	ints7
ranoidea-03717_lrrfip2	502	102	175	325	396	5	102	1500	lrrfip2
anura-05121_setx-ex2	277	196	102	385	211	5	102	1171	setx
anura-00065_acss3-ex1	102	109	203	405	350	5	102	1169	acss3
anura-06172_uce-7229	278	102	179	294	295	5	102	1148	uce-7229
ranoidea-00645_anon-1067	115	102	141	345	350	5	102	1053	anon-1067
anura-05715_uce-1036	240	102	170	233	172	5	102	917	uce-1036
ranoidea-03686_entpd7-ex1	265	102	132	217	187	5	102	903	entpd7
anura-03563_spryd7	215	111	102	269	139	5	102	836	spryd7
anura-06100_uce-6213	172	102	164	154	178	5	102	770	uce-6213
ranoidea-00941_nudt12	770	101	112	753	642	5	101	2378	nudt12
ranoidea-04291_pim3	577	101	208	283	506	5	101	1675	pim3
anura-06018_uce-5210	452	101	204	453	369	5	101	1579	uce-5210
anura-01310_cyp11a1-ex3	381	241	300	400	101	5	101	1423	cyp11a1
anura-02902_spon1	418	101	121	397	323	5	101	1360	spon1
anura-02124_lonrf2-ex3	268	101	275	377	262	5	101	1283	lonrf2
anura-03450_hsd11b1	270	101	162	239	247	5	101	1019	hsd11b1
anura-05778_uce-1928	234	101	175	263	166	5	101	939	uce-1928
anura-04816_slc25a38-ex4	101	114	149	199	176	5	101	739	slc25a38
ranoidea-04571_col6a3-ex1	1122	100	178	979	1396	5	100	3775	col6a3
ranoidea-06133_ttc22-ex2	842	100	198	944	739	5	100	2823	ttc22
anura-03397_dstn	951	128	100	892	703	5	100	2774	dstn
ranoidea-04543_fkbp9-ex2	670	100	213	798	617	5	100	2398	fkbp9
anura-04062_anon-2536	429	100	223	495	553	5	100	1800	anon-2536
anura-02510_trpt1-ex2	225	100	213	704	413	5	100	1655	trpt1
ranoidea-05803_arhgap12	337	100	119	515	534	5	100	1605	arhgap12
anura-04477_proc-ex1	387	100	214	481	410	5	100	1592	proc
ranoidea-06876_cbx1	439	108	330	100	559	5	100	1536	cbx1
ranoidea-06655_loc100216173	307	100	211	287	241	5	100	1146	loc100216173
anura-05932_uce-3981	237	100	153	272	237	5	100	999	uce-3981
ranoidea-00853_dhtkd1l	150	100	180	330	184	5	100	944	dhtkd1l
anura-01380_igdcc4-ex3	566	99	220	531	446	5	99	1862	igdcc4
anura-01040_c9orf64-ex3	375	111	99	447	341	5	99	1373	c9orf64
anura-04454_inpp4b	336	99	233	383	187	5	99	1238	inpp4b
anura-03108_fibcd1	230	154	299	169	99	5	99	951	fibcd1
anura-05791_uce-2109	234	99	175	191	241	5	99	940	uce-2109
ranoidea-06429_per1-ex2	172	140	99	192	235	5	99	838	per1
anura-01899_dhx8-ex1	99	113	103	204	159	5	99	678	dhx8
ranoidea-06449_b3gnt9	3371	98	161	2926	2984	5	98	9540	b3gnt9
ranoidea-01762_stard8-ex5	2467	211	304	285	98	5	98	3365	stard8
anura-05195_plk4	753	98	169	1015	1148	5	98	3183	plk4
anura-03228_edc3-ex3	790	98	153	1068	889	5	98	2998	edc3
anura-05111_rgs14-ex1	955	98	126	1023	734	5	98	2936	rgs14
anura-03542_ttll13p-ex2	639	117	98	629	430	5	98	1913	ttll13p
ranoidea-05005_xetrov90021399mg	98	234	275	571	654	5	98	1832	xetrov90021399mg
anura-05225_lrrk2	447	98	249	492	401	5	98	1687	lrrk2
ranoidea-05932_neil3-ex2	455	98	159	501	397	5	98	1610	neil3
ranoidea-03841_acbd3	310	98	141	565	245	5	98	1359	acbd3
anura-03626_wdr53	245	101	98	371	354	5	98	1169	wdr53
ranoidea-02719_anon-1685	210	98	139	299	368	5	98	1114	anon-1685
anura-02856_edrf1-ex5	162	98	106	372	369	5	98	1107	edrf1
ranoidea-00467_arhgap4-ex1	209	129	98	327	286	5	98	1049	arhgap4
anura-04796_wdr70	98	140	189	259	153	5	98	839	wdr70
anura-06163_celf2-ex3	195	98	128	149	194	5	98	764	celf2
ranoidea-05915_tp63	230	132	98	101	124	5	98	685	tp63
anura-05475_prrc2cl-ex1	5119	97	257	9594	6378	5	97	21445	prrc2cl
anura-04540_erbb4	815	97	191	994	866	5	97	2963	erbb4
ranoidea-04111_anon-2130	284	97	276	694	390	5	97	1741	anon-2130
ranoidea-05556_igf2	428	97	210	426	548	5	97	1709	igf2
anura-00880_pck2-ex1	438	97	173	397	279	5	97	1384	pck2
anura-03676_def6-ex2	117	97	471	247	444	5	97	1376	def6
ranoidea-02258_e2f1-ex1	332	118	97	408	313	5	97	1268	e2f1
ranoidea-04074_ppwd1-ex1	190	97	255	245	336	5	97	1123	ppwd1
anura-04753_ltv1-ex2	303	97	198	221	242	5	97	1061	ltv1
anura-01553_greb1l-ex1	285	97	158	273	235	5	97	1048	greb1l
ranoidea-05872_fgd6-ex3	5290	96	126	4762	4877	5	96	15151	fgd6
ranoidea-05598_sowahb	2913	100	96	2811	2810	5	96	8730	sowahb
anura-02971_samd8-ex1	1350	96	243	1369	1424	5	96	4482	samd8
ranoidea-01635_bod1	1267	446	96	1196	1195	5	96	4200	bod1
anura-00057_nt5e-ex2	642	96	259	550	349	5	96	1896	nt5e
anura-03034_arl11	723	96	209	390	441	5	96	1859	arl11
anura-02449_mre11a-ex2	453	96	295	575	416	5	96	1835	mre11a
ranoidea-07123_taf6-ex1	96	157	320	613	313	5	96	1499	taf6
ranoidea-05798_chmp2b	231	96	129	445	276	5	96	1177	chmp2b
anura-06029_fgf8	207	96	161	262	218	5	96	944	fgf8
anura-00537_tmlhe	149	96	131	311	224	5	96	911	tmlhe
anura-00535_anon-1055	244	96	125	250	171	5	96	886	anon-1055
anura-06178_uce-7363	237	96	193	219	116	5	96	861	uce-7363
ranoidea-03431_anon-1923	312	96	147	147	138	5	96	840	anon-1923
anura-04013_tpcn1	507	95	345	410	811	5	95	2168	tpcn1
ranoidea-06185_f9	523	95	229	578	553	5	95	1978	f9
anura-01135_vps51-ex4	447	95	313	557	372	5	95	1784	vps51
ranoidea-04996_tecpr2-ex6	95	141	126	686	417	5	95	1465	tecpr2
anura-04868_anon-2882	364	95	182	245	177	5	95	1063	anon-2882
ranoidea-00431_alg12l	202	95	183	202	296	5	95	978	alg12l
ranoidea-07375_uce-6161	150	95	114	184	156	5	95	699	uce-6161
anura-03171_msmo1	964	94	101	1011	953	5	94	3123	msmo1
ranoidea-06446_anon-2876	872	94	114	1050	553	5	94	2683	anon-2876
ranoidea-04821_atl2	689	157	94	937	741	5	94	2618	atl2
anura-04875_mettl4-ex1	494	140	94	482	438	5	94	1648	mettl4
ranoidea-05185_brinp2	373	94	121	373	289	5	94	1250	brinp2
anura-00968_dgke-ex2	253	94	142	241	298	5	94	1028	dgke
ranoidea-02061_ccdc124-ex1	242	229	94	319	140	5	94	1024	ccdc124
anura-05023_phf6	243	94	105	258	280	5	94	980	phf6
ranoidea-01440_anon-1300	201	137	154	218	94	5	94	804	anon-1300
anura-05917_uce-3799	164	94	143	184	156	5	94	741	uce-3799
anura-04000_scml2-ex2	805	93	216	842	709	5	93	2665	scml2
anura-00692_avl9-ex2	609	93	265	605	567	5	93	2139	avl9
anura-03467_trim36-ex3	305	93	155	535	613	5	93	1701	trim36
anura-05236_adcy7-ex2	375	93	270	363	296	5	93	1397	adcy7
ranoidea-03598_gpcpd1-ex2	143	93	431	310	296	5	93	1273	gpcpd1
anura-04116_leo1	217	93	125	165	291	5	93	891	leo1
ranoidea-07296_anon-3126	197	93	146	318	137	5	93	891	anon-3126
anura-05698_uce-0771	230	93	187	201	166	5	93	877	uce-0771
anura-05696_uce-0764	200	93	115	148	133	5	93	689	uce-0764
anura-05380_hdac1	664	92	277	750	657	5	92	2440	hdac1
ranoidea-02481_loc100490752-ex2	757	92	280	552	602	5	92	2283	loc100490752
ranoidea-01206_rccd1-ex2	606	92	118	741	484	5	92	2041	rccd1
ranoidea-07340_uce-1895	380	92	205	366	344	5	92	1387	uce-1895
anura-03077_smug1	364	92	165	398	366	5	92	1385	smug1
ranoidea-05827_heatr1-ex4	431	92	93	342	406	5	92	1364	heatr1
anura-01226_ddx58	441	92	194	362	223	5	92	1312	ddx58
anura-00813_atp6v0a4-ex2	253	92	162	414	258	5	92	1179	atp6v0a4
anura-03206_cse1l-ex2	174	92	149	243	243	5	92	901	cse1l
anura-06157_uce-7037	199	92	189	219	155	5	92	854	uce-7037
ranoidea-01215_pgm5-ex1	120	92	214	96	223	5	92	745	pgm5
anura-05702_uce-0865	138	92	160	157	137	5	92	684	uce-0865
ranoidea-06766_fam193b	1852	91	371	1945	1792	5	91	6051	fam193b
anura-03913_pex12	376	98	91	754	748	5	91	2067	pex12
anura-02116_vwa3b-ex2	362	91	120	750	441	5	91	1764	vwa3b
anura-04607_xetrov90030786mg	585	91	200	539	238	5	91	1653	xetrov90030786mg
ranoidea-04068_mast4	439	124	91	416	506	5	91	1576	mast4
anura-05016_cln5	287	91	161	451	391	5	91	1381	cln5
anura-02481_cuedc1-ex1	388	90	209	616	494	5	90	1797	cuedc1
anura-05339_pus7-ex5	382	90	167	628	447	5	90	1714	pus7
anura-04760_med24-ex1	580	90	237	371	273	5	90	1551	med24
ranoidea-00141_anon-0907	203	90	212	337	315	5	90	1157	anon-0907
anura-00645_gars-ex1	169	90	144	225	182	5	90	810	gars
anura-05963_slc4a7-ex4	141	90	123	128	158	5	90	640	slc4a7
anura-01585_map7d3-ex1	2079	89	256	1721	2006	5	89	6151	map7d3
anura-03610_ermp1	898	89	153	1128	1765	5	89	4033	ermp1
anura-03175_arhgap9	652	89	157	1198	900	5	89	2996	arhgap9
ranoidea-05703_kcnk6-ex2	784	169	89	1125	543	5	89	2710	kcnk6
ranoidea-02598_tnpo2-ex3	376	102	89	569	408	5	89	1544	tnpo2
anura-05443_c18orf8-ex3	308	100	89	352	329	5	89	1178	c18orf8
anura-02860_dock1-ex1	509	193	89	120	155	5	89	1066	dock1
anura-05014_spint1	203	89	213	375	159	5	89	1039	spint1
anura-00071_ccne2-ex1	211	89	157	298	261	5	89	1016	ccne2
anura-05830_uce-2611	225	89	137	212	169	5	89	832	uce-2611
anura-00577_cpsf3l	300	89	106	160	120	5	89	775	cpsf3l
anura-05316_idnk	910	188	88	720	604	5	88	2510	idnk
anura-03860_stx16	674	117	88	517	753	5	88	2149	stx16
anura-05540_fosl1	322	88	124	640	753	5	88	1927	fosl1
ranoidea-00605_brd4l	612	88	119	398	515	5	88	1732	brd4l
anura-04559_osbpl10	623	88	190	360	440	5	88	1701	osbpl10
ranoidea-04115_angptl6	304	88	115	512	234	5	88	1253	angptl6
anura-06171_uce-7218	377	147	242	331	88	5	88	1185	uce-7218
anura-03973_tram2-ex2	226	88	139	309	230	5	88	992	tram2
anura-06002_uce-4977	137	88	136	130	118	5	88	609	uce-4977
ranoidea-02162_ccar1-ex1	249	87	134	461	412	5	87	1343	ccar1
ranoidea-00755_tmem132a-ex3	289	87	102	509	344	5	87	1331	tmem132a
anura-01342_dph6-ex3	329	87	155	278	245	5	87	1094	dph6
ranoidea-03958_gab3	190	87	132	320	203	5	87	932	gab3
anura-05863_pcnp	145	87	110	198	137	5	87	677	pcnp
anura-06226_uce-7941	136	87	114	156	167	5	87	660	uce-7941
ranoidea-05603_phf13	1157	157	86	1030	1426	5	86	3856	phf13
anura-00636_gyg1-ex2	693	231	86	703	820	5	86	2533	gyg1
anura-03101_slc24a4	291	86	201	779	527	5	86	1884	slc24a4
anura-01090_c12orf4-ex3	366	86	174	615	366	5	86	1607	c12orf4
ranoidea-03978_gpr137c	905	86	163	317	111	5	86	1582	gpr137c
anura-01961_flcn-ex2	448	86	184	262	511	5	86	1491	flcn
anura-03716_ptpn3-ex3	361	86	133	302	438	5	86	1320	ptpn3
anura-00312_zbtb49-ex2	86	328	299	331	188	5	86	1232	zbtb49
ranoidea-05065_nelfcd-ex1	266	86	169	328	297	5	86	1146	nelfcd
ranoidea-04985_trak1	380	86	131	314	211	5	86	1122	trak1
anura-01788_cep83-ex2	276	86	173	110	318	5	86	963	cep83
anura-02535_cdc45	353	86	121	213	188	5	86	961	cdc45
anura-00324_emg1-ex1	230	86	150	120	317	5	86	903	emg1
anura-06124_uce-6602	175	96	86	329	161	5	86	847	uce-6602
anura-02964_vps52-ex2	179	86	146	187	228	5	86	826	vps52
ranoidea-03843_fam179a-ex2	160	86	133	148	208	5	86	735	fam179a
anura-06044_uce-5479	132	86	142	157	122	5	86	639	uce-5479
anura-01828_pkd1-ex6	2017	85	91	1915	3746	5	85	7854	pkd1
anura-04701_akap17a	1277	85	416	1184	1950	5	85	4912	akap17a
anura-01531_acox3	671	98	85	301	536	5	85	1691	acox3
ranoidea-04280_nkiras1-ex2	179	85	212	471	463	5	85	1410	nkiras1
anura-01860_tmem206-ex1	329	85	128	466	210	5	85	1218	tmem206
anura-01666_zfyve20-ex2	397	85	85	191	223	5	85	981	zfyve20
anura-05720_uce-1101	187	85	221	149	128	5	85	770	uce-1101
anura-06073_uce-5879	142	85	134	199	104	5	85	664	uce-5879
ranoidea-05412_klhl38	3531	84	339	3072	2549	5	84	9575	klhl38
anura-01289_myef2	1662	84	558	1489	683	5	84	4476	myef2
ranoidea-00297_sgk223	754	84	107	759	883	5	84	2587	sgk223
